Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Tennessee,Knoxville,12,12,2011,41.0
North America,US,Illinois,Rockford,2,21,2011,32.8
Asia,North Korea,,Pyongyang,9,21,2011,62.1
South/Central America & Carribean,Belize,,Belize City,1,15,2011,71.7
North America,US,New Jersey,Atlantic City,5,30,2011,77.9
North America,US,Michigan,Sault Ste Marie,4,18,2011,26.7
Europe,Finland,,Helsinki,10,23,2011,41.7
North America,US,Texas,San Angelo,3,11,2011,62.9
Middle East,Kuwait,,Kuwait,2,24,2011,65.3
North America,US,Texas,Dallas Ft Worth,10,13,2011,72.1
North America,US,Oregon,Eugene,9,1,2011,58.8
North America,US,Wisconsin,Green Bay,11,23,2011,33.2
North America,US,Pennsylvania,Wilkes Barre,1,30,2011,27.4
Europe,Spain,,Madrid,12,30,2011,36.6
Asia,Japan,,Sapporo,1,14,2011,4.2
North America,US,Indiana,Evansville,9,6,2011,61.2
North America,US,Michigan,Lansing,3,16,2011,41.6
Africa,Nigeria,,Lagos,2,16,2011,83.0
North America,Mexico,,Monterrey,3,15,2011,75.3
North America,US,Montana,Great Falls,6,20,2011,57.5
North America,Mexico,,Guadalajara,10,29,2011,69.7
North America,US,Texas,Lubbock,5,12,2011,66.1
Africa,Togo,,Lome,2,16,2011,83.1
North America,US,California,San Diego,2,3,2011,55.1
North America,US,Wisconsin,Madison,7,1,2011,82.7
North America,US,Wisconsin,Green Bay,4,1,2011,35.4
North America,US,Kansas,Wichita,11,13,2011,55.0
South/Central America & Carribean,Honduras,,Tegucigalpa,12,9,2011,65.1
Australia/South Pacific,Australia,,Sydney,10,29,2011,57.6
North America,US,Virginia,Richmond,11,28,2011,63.9
South/Central America & Carribean,Equador,,Guayaquil,11,24,2011,75.9
North America,US,Tennessee,Memphis,5,23,2011,74.9
Africa,Mauritania,,Nouakchott,2,8,2011,68.7
North America,US,Florida,Tallahassee,3,1,2011,67.7
North America,US,Montana,Billings,5,14,2011,46.2
North America,US,Texas,Brownsville,8,15,2011,85.8
North America,US,California,Fresno,11,9,2011,50.8
North America,US,Texas,Midland Odessa,7,23,2011,84.9
North America,US,North Carolina,Raleigh Durham,10,30,2011,42.8
Europe,Germany,,Hamburg,10,29,2011,53.8
North America,US,Georgia,Atlanta,10,21,2011,49.9
North America,US,Minnesota,Minneapolis St. Paul,7,28,2011,81.8
South/Central America & Carribean,Uruguay,,Montvideo,5,12,2011,58.0
South/Central America & Carribean,Belize,,Belize City,4,11,2011,83.9
North America,US,Connecticut,Bridgeport,1,5,2011,33.5
South/Central America & Carribean,Colombia,,Bogota,9,19,2011,55.9
North America,US,Kansas,Wichita,7,28,2011,94.6
Middle East,Jordan,,Amman,4,28,2011,67.4
North America,US,Texas,Midland Odessa,9,8,2011,77.3
Middle East,Saudi Arabia,,Riyadh,12,27,2011,55.1
North America,US,Louisiana,Lake Charles,4,13,2011,66.2
North America,US,Kentucky,Louisville,4,27,2011,65.5
Europe,Switzerland,,Bern,6,4,2011,65.5
Asia,China,,Shanghai,5,25,2011,69.9
North America,US,Oregon,Portland,10,23,2011,60.6
North America,US,Pennsylvania,Philadelphia,6,4,2011,69.0
Asia,Indonesia,,Jakarta,8,17,2011,84.3
Europe,France,,Paris,5,8,2011,68.4
North America,US,Ohio,Cincinnati,1,9,2011,14.0
North America,US,Maine,Portland,1,12,2011,26.3
Asia,Taiwan,,Taipei,2,4,2011,61.8
North America,US,Georgia,Savannah,9,21,2011,76.4
North America,US,Michigan,Detroit,3,30,2011,33.6
Europe,France,,Bordeaux,5,26,2011,62.6
Asia,Vietnam,,Hanoi,3,16,2011,50.1
Asia,China,,Shanghai,5,3,2011,60.0
North America,US,Maine,Portland,6,5,2011,54.1
South/Central America & Carribean,Bahamas,,Nassau,5,10,2011,80.5
Africa,Gabon,,Libreville,1,25,2011,81.2
North America,US,Nebraska,Lincoln,1,7,2011,34.9
North America,US,Colorado,Pueblo,1,23,2011,36.3
Asia,Hong Kong,,Hong Kong,5,27,2011,81.3
Europe,Romania,,Bucharest,2,7,2011,36.1
North America,US,North Carolina,Raleigh Durham,8,31,2011,72.6
Europe,Spain,,Madrid,7,19,2011,74.5
North America,US,South Dakota,Sioux Falls,12,20,2011,19.8
Africa,Nigeria,,Niamey,1,17,2011,71.7
North America,US,Maine,Portland,11,12,2011,40.5
North America,US,Texas,Abilene,2,2,2011,13.5
North America,US,Washington,Seattle,4,11,2011,46.4
North America,Canada,,Edmonton,10,10,2011,47.9
Asia,India,,Delhi,9,17,2011,84.1
North America,US,Oregon,Salem,11,11,2011,41.0
North America,US,Louisiana,New Orleans,2,1,2011,62.1
North America,US,North Dakota,Bismarck,6,29,2011,72.8
North America,US,District of Columbia,Washington,5,25,2011,75.2
Asia,Indonesia,,Jakarta,3,18,2011,85.3
North America,US,Rhode Island,Rhode Island,11,14,2011,58.4
North America,US,South Carolina,Columbia,7,2,2011,80.4
North America,US,Ohio,Cincinnati,1,10,2011,23.5
Europe,Russia,,Moscow,9,13,2011,52.6
North America,US,Texas,Amarillo,8,6,2011,82.1
North America,Canada,,Calgary,5,15,2011,48.8
Africa,Tanzania,,Dar Es Salaam,9,15,2011,75.5
Europe,Poland,,Warsaw,9,28,2011,51.4
North America,US,Vermont,Burlington,11,7,2011,47.2
North America,US,Tennessee,Knoxville,9,17,2011,64.8
Asia,Malaysia,,Kuala Lumpur,2,2,2011,82.9
North America,Canada,,Vancouver,8,1,2011,63.6
North America,US,Idaho,Boise,6,16,2011,56.9
North America,Mexico,,Guadalajara,11,28,2011,57.8
Africa,Gambia,,Banjul,1,27,2011,75.2
North America,US,Virginia,Roanoke,6,12,2011,76.1
North America,Canada,,Winnipeg,3,12,2011,12.6
Europe,Russia,,Moscow,10,27,2011,37.4
Africa,Malawi,,Lilongwe,2,13,2011,73.7
Africa,Egypt,,Cairo,11,10,2011,65.6
North America,US,Iowa,Des Moines,9,10,2011,70.9
North America,US,Iowa,Sioux City,3,3,2011,33.1
North America,US,Arizona,Tucson,12,21,2011,46.2
North America,US,Florida,West Palm Beach,6,24,2011,84.3
Africa,Tanzania,,Dar Es Salaam,1,4,2011,83.3
North America,US,Arizona,Phoenix,12,10,2011,56.2
North America,US,Ohio,Akron Canton,11,4,2011,47.2
Middle East,Turkey,,Istanbul,3,14,2011,50.6
Middle East,Lebanon,,Beirut,6,28,2011,79.1
North America,US,California,San Francisco,10,13,2011,66.9
North America,US,New Jersey,Atlantic City,11,23,2011,59.8
North America,US,Tennessee,Memphis,7,16,2011,85.1
North America,US,Florida,Orlando,3,22,2011,69.4
Australia/South Pacific,Australia,,Melbourne,7,28,2011,56.1
South/Central America & Carribean,Bahamas,,Nassau,9,12,2011,86.3
North America,US,Texas,San Antonio,5,13,2011,74.6
Europe,Denmark,,Copenhagen,3,15,2011,35.0
North America,US,Colorado,Grand Junction,5,29,2011,75.7
Australia/South Pacific,Australia,,Brisbane,3,3,2011,78.0
Europe,Italy,,Rome,12,18,2011,41.1
North America,US,Alabama,Birmingham,5,22,2011,80.0
North America,US,Kansas,Goodland,8,12,2011,75.3
North America,Canada,,Regina,3,5,2011,2.4
South/Central America & Carribean,Uruguay,,Montvideo,12,23,2011,67.0
Middle East,Syria,,Damascus,4,5,2011,53.1
Asia,Myanmar (Burma),,Rangoon,9,9,2011,80.4
North America,US,Texas,San Angelo,5,26,2011,77.1
North America,US,Texas,Midland Odessa,4,9,2011,81.1
Africa,Mauritania,,Nouakchott,9,23,2011,85.2
North America,US,Washington,Seattle,7,14,2011,59.7
North America,US,Illinois,Rockford,12,8,2011,27.3
Europe,Croatia,,Zagreb,11,19,2011,28.2
North America,US,Florida,Orlando,1,23,2011,47.9
North America,US,District of Columbia,Washington,5,18,2011,65.7
North America,US,Ohio,Columbus,11,10,2011,44.3
Asia,Uzbekistan,,Tashkent,7,16,2011,82.7
North America,US,Nevada,Las Vegas,11,24,2011,53.9
North America,US,Texas,Abilene,5,27,2011,84.6
Europe,Denmark,,Copenhagen,12,14,2011,39.9
South/Central America & Carribean,Bolivia,,La Paz,7,2,2011,38.1
North America,US,District of Columbia,Washington,10,17,2011,64.6
Europe,Austria,,Vienna,6,17,2011,69.5
Africa,Sierra Leone,,Freetown,11,23,2011,83.5
North America,US,Pennsylvania,Wilkes Barre,1,3,2011,27.3
Asia,South Korea,,Seoul,12,4,2011,33.4
North America,US,Ohio,Columbus,11,8,2011,57.2
Asia,Mongolia,,Ulan-bator,7,5,2011,55.6
North America,US,Arizona,Tucson,4,16,2011,71.5
North America,Canada,,Halifax,4,12,2011,47.7
North America,US,Virginia,Richmond,4,24,2011,73.9
North America,US,Florida,Tallahassee,6,1,2011,86.5
North America,US,Alaska,Fairbanks,7,15,2011,61.6
North America,US,Montana,Helena,6,14,2011,57.4
North America,US,Utah,Salt Lake City,8,6,2011,77.2
North America,US,Virginia,Norfolk,5,31,2011,83.1
Africa,Nigeria,,Niamey,4,28,2011,96.7
Europe,United Kingdom,,Belfast,7,23,2011,59.1
North America,US,Virginia,Norfolk,6,13,2011,76.2
Africa,Uganda,,Kampala,10,22,2011,71.7
Asia,Malaysia,,Kuala Lumpur,10,19,2011,79.6
Europe,Belgium,,Brussels,11,7,2011,48.1
North America,US,New York,Rochester,7,23,2011,83.1
North America,US,Louisiana,Lake Charles,9,23,2011,76.2
North America,Mexico,,Guadalajara,9,22,2011,71.5
North America,US,Oregon,Eugene,12,16,2011,40.6
Asia,Kazakhstan,,Almaty,5,29,2011,72.1
Africa,Nigeria,,Niamey,5,12,2011,94.5
South/Central America & Carribean,Colombia,,Bogota,10,8,2011,58.4
North America,US,Wyoming,Cheyenne,11,26,2011,25.0
Asia,Tajikistan,,Dusanbe,12,30,2011,33.3
North America,US,California,Fresno,8,12,2011,80.2
South/Central America & Carribean,Guyana,,Georgetown,8,11,2011,85.4
North America,US,Kentucky,Louisville,8,18,2011,80.2
Asia,China,,Beijing,11,26,2011,35.5
North America,US,Minnesota,Duluth,3,13,2011,20.2
Europe,Germany,,Hamburg,7,16,2011,71.0
North America,US,South Carolina,Columbia,2,13,2011,44.1
North America,US,Maine,Portland,6,2,2011,65.8
Europe,Denmark,,Copenhagen,8,21,2011,62.9
North America,US,New Hampshire,Concord,8,24,2011,63.7
Middle East,Saudi Arabia,,Dhahran,3,23,2011,80.6
South/Central America & Carribean,Bahamas,,Nassau,7,31,2011,87.1
North America,US,Colorado,Pueblo,5,1,2011,42.2
North America,US,New York,Rochester,1,17,2011,7.9
Asia,Thailand,,Bangkok,3,12,2011,84.9
Africa,Benin,,Cotonou,8,13,2011,78.4
Europe,Romania,,Bucharest,1,27,2011,15.7
Europe,United Kingdom,,Belfast,9,10,2011,63.1
Asia,North Korea,,Pyongyang,11,8,2011,54.2
North America,US,New York,Buffalo,3,11,2011,34.0
North America,US,Texas,Austin,3,26,2011,75.2
Europe,Switzerland,,Zurich,12,27,2011,30.5
North America,US,Alabama,Huntsville,8,6,2011,79.0
Africa,Guinea,,Conakry,6,19,2011,79.8
North America,US,Virginia,Richmond,12,21,2011,55.2
North America,Canada,,Edmonton,9,29,2011,48.4
Asia,Kyrgyzstan,,Bishkek,5,20,2011,59.2
Middle East,Qatar,,Doha,3,3,2011,68.5
Asia,Singapore,,Singapore,4,27,2011,82.6
North America,US,Florida,Miami Beach,8,19,2011,81.9
North America,US,Kentucky,Louisville,3,24,2011,46.2
Australia/South Pacific,Australia,,Brisbane,9,8,2011,65.3
North America,US,Massachusetts,Boston,5,11,2011,53.5
North America,US,Texas,San Angelo,11,13,2011,68.4
Europe,Bulgaria,,Sofia,9,3,2011,70.6
North America,US,California,San Francisco,3,14,2011,57.5
North America,US,Texas,Austin,6,17,2011,88.8
North America,Canada,,Regina,11,17,2011,12.7
Middle East,Jordan,,Amman,8,31,2011,72.8
South/Central America & Carribean,Bahamas,,Nassau,9,26,2011,84.1
North America,Mexico,,Monterrey,12,26,2011,52.6
North America,US,Texas,Houston,10,10,2011,72.4
Middle East,Turkey,,Ankara,4,15,2011,43.4
Asia,China,,Chengdu,11,7,2011,61.3
North America,Canada,,Quebec,7,26,2011,62.4
Africa,Mozambique,,Maputo,6,12,2011,-99.0
Middle East,Kuwait,,Kuwait,10,4,2011,87.8
North America,US,South Dakota,Sioux Falls,6,12,2011,63.2
North America,US,Montana,Great Falls,3,1,2011,5.3
Europe,Switzerland,,Bern,11,27,2011,31.3
Europe,Germany,,Hamburg,2,12,2011,31.3
North America,US,New York,Buffalo,5,22,2011,65.9
Asia,India,,Bombay (Mumbai),12,19,2011,80.5
North America,US,Texas,Lubbock,2,24,2011,57.6
Europe,Austria,,Vienna,11,5,2011,52.9
North America,Canada,,Vancouver,4,18,2011,43.9
North America,US,Georgia,Atlanta,10,8,2011,67.3
North America,US,New Jersey,Newark,1,4,2011,32.3
North America,US,Pennsylvania,Pittsburgh,3,11,2011,32.7
Africa,Gabon,,Libreville,1,2,2011,81.6
South/Central America & Carribean,Venezuela,,Caracas,10,9,2011,82.8
Middle East,United Arab Emirates,,Abu Dhabi,8,25,2011,98.0
Asia,China,,Chengdu,5,17,2011,77.3
North America,US,Texas,Dallas Ft Worth,5,30,2011,84.2
North America,Mexico,,Monterrey,11,26,2011,70.9
North America,US,Oklahoma,Tulsa,1,4,2011,37.0
North America,US,Connecticut,Hartford Springfield,12,11,2011,29.0
North America,US,New York,New York City,6,27,2011,74.9
North America,US,Alabama,Montgomery,3,1,2011,60.0
North America,US,Utah,Salt Lake City,10,29,2011,43.4
North America,US,Missouri,Kansas City,9,7,2011,61.3
North America,US,New Jersey,Newark,5,23,2011,60.6
North America,US,North Carolina,Raleigh Durham,8,21,2011,81.5
Europe,Yugoslavia,,Belgrade,3,14,2011,57.8
North America,US,Nebraska,North Platte,8,10,2011,66.1
North America,US,Oregon,Eugene,7,9,2011,60.3
Asia,Hong Kong,,Hong Kong,7,23,2011,86.0
North America,US,Texas,Houston,7,26,2011,87.3
Africa,Mauritania,,Nouakchott,10,7,2011,87.2
Middle East,Syria,,Damascus,12,24,2011,48.7
North America,US,Oregon,Eugene,7,10,2011,63.5
Africa,Gabon,,Libreville,3,17,2011,79.7
Asia,Japan,,Tokyo,9,6,2011,76.0
North America,US,Pennsylvania,Philadelphia,7,6,2011,82.4
North America,US,California,San Diego,10,26,2011,64.4
North America,US,Oregon,Eugene,4,29,2011,43.9
Asia,Tajikistan,,Dusanbe,5,19,2011,71.9
Europe,Croatia,,Zagreb,9,11,2011,79.7
Africa,Ethiopia,,Addis Ababa,3,5,2011,70.9
North America,US,Washington,Yakima,7,2,2011,67.3
Europe,Albania,,Tirana,6,20,2011,75.1
North America,US,Texas,Austin,3,24,2011,69.5
North America,Canada,,Halifax,9,19,2011,52.0
Asia,Turkmenistan,,Ashabad,8,4,2011,99.8
South/Central America & Carribean,Brazil,,Rio de Janeiro,7,1,2011,71.4
North America,US,Mississippi,Tupelo,6,1,2011,82.2
North America,US,Texas,El Paso,6,1,2011,86.3
Europe,United Kingdom,,London,2,11,2011,49.9
Africa,Algeria,,Algiers,4,14,2011,64.1
North America,Canada,,Winnipeg,11,5,2011,41.0
North America,US,Florida,Orlando,4,13,2011,74.8
North America,US,Kentucky,Lexington,12,5,2011,53.1
Europe,France,,Bordeaux,11,9,2011,56.8
Europe,Germany,,Hamburg,5,4,2011,48.5
Asia,Hong Kong,,Hong Kong,1,8,2011,56.1
Africa,Ivory Coast,,Abidjan,12,10,2011,81.7
Australia/South Pacific,Australia,,Melbourne,8,21,2011,58.7
Asia,China,,Guangzhou,7,27,2011,88.0
North America,US,Texas,Dallas Ft Worth,3,28,2011,50.5
North America,Canada,,Halifax,8,10,2011,59.0
Middle East,Turkey,,Ankara,11,9,2011,37.0
Europe,Belarus,,Minsk,12,21,2011,28.4
Asia,Japan,,Tokyo,12,8,2011,45.5
North America,US,Kentucky,Lexington,7,25,2011,78.2
North America,US,California,Sacramento,8,20,2011,66.6
North America,US,Vermont,Burlington,8,19,2011,74.4
North America,US,Texas,El Paso,8,3,2011,90.6
North America,US,Colorado,Colorado Springs,12,3,2011,25.7
Europe,Croatia,,Zagreb,7,6,2011,73.8
South/Central America & Carribean,Belize,,Belize City,1,9,2011,79.5
Europe,United Kingdom,,London,4,21,2011,64.1
South/Central America & Carribean,Belize,,Belize City,8,21,2011,83.5
North America,US,North Dakota,Fargo,10,15,2011,47.2
North America,US,Colorado,Grand Junction,5,21,2011,52.9
North America,US,Wisconsin,Madison,2,11,2011,5.9
Africa,Central African Republic,,Bangui,8,1,2011,77.1
Europe,Romania,,Bucharest,6,20,2011,68.5
North America,US,Maryland,Washington DC,2,2,2011,39.1
Asia,Turkmenistan,,Ashabad,10,20,2011,70.7
Europe,Switzerland,,Bern,7,12,2011,71.0
Europe,Latvia,,Riga,6,15,2011,58.7
Europe,Russia,,Moscow,11,15,2011,28.3
North America,US,Wyoming,Cheyenne,9,18,2011,53.8
North America,US,Texas,Brownsville,2,26,2011,74.8
North America,US,Alaska,Fairbanks,4,29,2011,43.6
North America,US,California,Sacramento,11,2,2011,59.1
North America,US,California,San Diego,8,15,2011,66.9
South/Central America & Carribean,Haiti,,Port au Prince,12,23,2011,83.6
Asia,India,,Chennai (Madras),12,23,2011,74.8
Europe,Greece,,Athens,9,17,2011,88.5
Asia,Myanmar (Burma),,Rangoon,6,19,2011,79.4
Africa,Namibia,,Windhoek,3,18,2011,66.1
North America,US,Florida,West Palm Beach,9,29,2011,82.9
South/Central America & Carribean,Brazil,,Brasilia,8,24,2011,70.1
North America,US,Washington,Yakima,8,15,2011,68.9
North America,US,Florida,Miami Beach,6,30,2011,79.2
Middle East,Turkey,,Istanbul,11,8,2011,51.3
North America,US,Oregon,Salem,5,29,2011,51.5
Europe,Sweden,,Stockholm,11,17,2011,38.2
North America,US,Wyoming,Cheyenne,5,12,2011,35.2
North America,US,Wyoming,Cheyenne,12,22,2011,19.1
North America,US,West Virginia,Charleston,5,30,2011,76.6
North America,US,Kentucky,Paducah,2,1,2011,43.5
Europe,Spain,,Barcelona,3,22,2011,53.9
Asia,Myanmar (Burma),,Rangoon,2,4,2011,79.2
North America,US,Minnesota,Minneapolis St. Paul,3,28,2011,27.4
Europe,Spain,,Bilbao,7,24,2011,63.9
North America,US,Idaho,Boise,4,26,2011,44.7
Asia,Japan,,Sapporo,3,5,2011,27.9
Europe,Germany,,Hamburg,7,17,2011,-99.0
North America,Canada,,Ottawa,12,21,2011,20.7
Asia,China,,Beijing,9,8,2011,64.1
North America,US,Washington,Spokane,3,5,2011,37.0
Asia,China,,Guangzhou,8,3,2011,90.1
North America,US,Michigan,Grand Rapids,3,23,2011,32.6
Africa,Nigeria,,Niamey,6,23,2011,83.1
North America,US,Louisiana,Shreveport,6,1,2011,83.9
North America,US,Oregon,Portland,9,9,2011,74.0
North America,US,Ohio,Cleveland,3,5,2011,46.6
North America,US,Kentucky,Louisville,12,29,2011,42.8
North America,Canada,,Calgary,1,7,2011,26.5
North America,US,Washington,Yakima,6,16,2011,56.8
Middle East,Turkey,,Istanbul,3,1,2011,37.2
North America,US,Alabama,Huntsville,5,3,2011,62.4
North America,US,Montana,Helena,6,19,2011,57.3
Europe,Switzerland,,Bern,10,29,2011,46.6
South/Central America & Carribean,Haiti,,Port au Prince,4,18,2011,84.3
North America,US,Pennsylvania,Allentown,9,6,2011,62.5
North America,US,Wisconsin,Madison,9,9,2011,64.9
Asia,North Korea,,Pyongyang,11,6,2011,56.3
Africa,Malawi,,Lilongwe,12,8,2011,-99.0
North America,US,Indiana,South Bend,4,6,2011,49.4
Asia,India,,Delhi,4,17,2011,75.5
North America,US,Pennsylvania,Pittsburgh,12,26,2011,37.8
North America,US,Massachusetts,Boston,8,26,2011,76.7
South/Central America & Carribean,Cuba,,Havana,9,11,2011,78.6
North America,US,Alaska,Anchorage,3,27,2011,28.9
North America,Canada,,Regina,3,1,2011,-8.2
South/Central America & Carribean,Barbados,,Bridgetown,7,18,2011,82.2
North America,Canada,,Regina,8,19,2011,56.0
North America,US,Colorado,Grand Junction,5,26,2011,65.3
North America,US,South Dakota,Sioux Falls,1,12,2011,-2.9
North America,US,Arizona,Tucson,7,26,2011,86.4
North America,US,Nebraska,Omaha,8,11,2011,72.4
Asia,Kazakhstan,,Almaty,8,27,2011,63.5
North America,US,New Jersey,Newark,7,15,2011,76.7
South/Central America & Carribean,Dominican Republic,,Santo Domingo,7,13,2011,79.2
North America,US,Rhode Island,Rhode Island,12,27,2011,35.8
North America,US,Oklahoma,Tulsa,4,7,2011,68.9
North America,US,Colorado,Denver,10,28,2011,35.5
South/Central America & Carribean,Costa Rica,,San Jose,8,14,2011,69.5
Europe,Bulgaria,,Sofia,8,5,2011,69.5
North America,US,Iowa,Des Moines,9,19,2011,64.8
Africa,Uganda,,Kampala,3,5,2011,73.8
North America,US,Michigan,Detroit,11,27,2011,55.2
Europe,Norway,,Oslo,7,31,2011,66.0
North America,US,Pennsylvania,Wilkes Barre,12,26,2011,37.8
Europe,Spain,,Bilbao,2,19,2011,51.9
South/Central America & Carribean,Colombia,,Bogota,11,1,2011,54.8
North America,US,Mississippi,Jackson,6,23,2011,78.7
North America,US,Texas,Waco,2,13,2011,49.9
North America,US,Texas,Waco,12,4,2011,50.4
North America,US,Tennessee,Nashville,5,2,2011,69.4
Asia,China,,Beijing,2,11,2011,23.0
North America,US,Maine,Caribou,3,14,2011,22.9
Asia,Sri Lanka,,Colombo,5,23,2011,84.7
Europe,Switzerland,,Zurich,1,5,2011,29.8
Europe,Austria,,Vienna,9,17,2011,62.4
Middle East,Bahrain,,Manama,9,29,2011,90.1
Europe,Ukraine,,Kiev,9,21,2011,62.7
North America,US,Nebraska,Lincoln,2,4,2011,19.1
North America,US,Pennsylvania,Pittsburgh,11,13,2011,55.1
North America,US,South Carolina,Columbia,4,21,2011,73.0
Europe,Austria,,Vienna,1,9,2011,32.4
North America,US,Washington,Seattle,8,3,2011,66.5
North America,US,North Carolina,Greensboro,6,17,2011,76.5
North America,US,Virginia,Roanoke,6,3,2011,74.1
North America,US,Hawaii,Honolulu,9,27,2011,80.6
Asia,Japan,,Sapporo,10,25,2011,51.5
Africa,Central African Republic,,Bangui,9,3,2011,81.8
North America,US,Oregon,Portland,5,2,2011,55.9
South/Central America & Carribean,Bolivia,,La Paz,5,6,2011,40.4
South/Central America & Carribean,Guyana,,Georgetown,5,7,2011,84.6
North America,US,North Carolina,Greensboro,12,19,2011,40.2
North America,US,Montana,Great Falls,3,13,2011,41.2
Asia,Kyrgyzstan,,Bishkek,3,5,2011,31.3
North America,US,California,San Francisco,9,9,2011,58.3
Europe,Croatia,,Zagreb,4,3,2011,59.8
North America,US,Maryland,Baltimore,5,13,2011,62.6
North America,US,Ohio,Youngstown,12,11,2011,24.3
South/Central America & Carribean,Bahamas,,Nassau,9,21,2011,84.9
North America,US,Alaska,Fairbanks,10,9,2011,38.2
South/Central America & Carribean,Equador,,Guayaquil,5,21,2011,80.3
Asia,Turkmenistan,,Ashabad,8,3,2011,98.8
North America,US,Texas,Waco,7,27,2011,93.1
Europe,Russia,,Moscow,10,8,2011,60.2
North America,US,Texas,Brownsville,9,25,2011,83.6
Europe,Switzerland,,Zurich,5,15,2011,46.5
North America,US,New Jersey,Atlantic City,6,1,2011,77.3
Africa,Mozambique,,Maputo,1,14,2011,81.4
Africa,Mozambique,,Maputo,5,23,2011,-99.0
North America,US,Texas,Brownsville,3,12,2011,69.4
North America,US,North Carolina,Greensboro,1,5,2011,37.0
Europe,Russia,,Moscow,7,25,2011,79.0
Europe,Austria,,Vienna,4,22,2011,61.0
North America,US,Pennsylvania,Allentown,10,7,2011,53.1
